content,predicted_topic
Had it for a while. Even bought the subscription but like everyone else they cant leave well enough alone. They pushed out the update and now it keeps crashing. STOP MESSING WITH IT. Create another app or something and leave what is working alone. Let me know when you go back to the last version. Subscription canceled,0
Bad,0
What's going on? Can't use this app. 😡,2
App CONTINUES to crash. I am a subcriber thinking about unsubcribing,0
"Started crashing today. App won't even open. It says, ""trucker path keeps stopping.""",4
"Crashing on Samsung Galaxy Note 10+. Even when it works, its filled with ads now.",0
The new updates have made it keep crashing. It use to be my favorite app. I used it several times a day now I cant even get it to load!,3
"Worked great before, then it got bloated with ads a couple days ago, then stopped working and shut down over and over. I uninstalled and reinstalled twice and it won't show truck stops and then shuts down. . Previous review: Most useful app for truckers. Real time user updates for parking availability and weigh stations. The number of parking spaces should be on the first page and the highway and exit numbers should be much bigger font. Wal-Mart with parking/no parking would be nice, too.",4
Have had to Uninstall multiple times. The ADS are preventing it from even opening.,0
New update just crashes over and over. Constant ads when it was working.,1
Have been using this app for a couple years now. But now it keeps shutting down on me. I have tried uninstalling and reinstalling it with no luck. I pay money for this app and depend on it. This needs to be fixed.,1
I rely on trucker path however today the app keeps crashing. Uninstalled then reinstalled and the app still does nothing but crash when u open it on a samsung S9. Please fix your app as its terrific when it is actually working. Thanks in advance,3
I don't know if there's been a recent update but I cannot get the app to load. This is a very important tool for truckers please fix!,2
"Used to be a great asset for drivers. Now with losing parking prediction to a paywall, incessant ads, and, as of today, not even opening in my phone I am done with it.",3
Is the app not working for anyone else,0
It's crashing started by this morning,0
It was ok and I was hoping it will be better but last few updates it is so bad I cant even open it !!!,0
Used this app gor a long time and was great. Ads are annoying at best but dont mind it. Now because of the ads and whatever feature are thrown in; tbe app crashes constantly and has become useless. Great job at destroying your app,0
The app used to be good and easy to access. Now I can't even get in to it without subscribing to the gold service. In my opinion you can now stick it where the sun doesn't shine.,3
Sucks,0
Crashes everytime I try to open app. Please fix as I pay for it. Thanks!,2
Won't even open. App keeps crashing,3
What's going on with this App just closing?,0
Sucks,0
I haven't had any problems with this app in the pass and understood a few weeks ago about the ads. But my issue now is that the app is so unstable that I have had to uninstall and reinstall 5 times in the last week in order for it to even open. Please fix,0
